ticker,silver_rows,feature_rows,max_training_date,latest_close,prophet_status,lstm_status,prophet_error,lstm_error,model_used,run_timestamp
HDFCBANK.NS,2470,2461,2026-08-03,753.5,success,success,"","",prophet_lstm,2026-08-03 06:20:21.501766
HDFCBANK.NS,2472,2463,2026-08-06,734.2999877929688,success,success,"","",prophet_lstm,2026-08-06 17:16:45.555757
HDFCBANK.NS,2472,2463,2026-08-07,731.0,success,success,"","",prophet_lstm,2026-08-08 19:48:06.809311
HDFCBANK.NS,2470,2461,2026-08-10,732.2000122070312,success,success_incremental,"","",prophet_lstm,2026-08-10 04:33:00.276962
