forecast_date,ticker,prophet_forecast,lstm_forecast,latest_close_fallback,model_used,run_timestamp
2026-08-07,HDFCBANK.NS,895.0223582926639,740.8713989257812,734.2999877929688,prophet_lstm,2026-08-06 17:16:43.739259
2026-08-08,HDFCBANK.NS,896.9382003433789,748.752685546875,731.0,prophet_lstm,2026-08-08 19:48:02.603230
2026-08-11,HDFCBANK.NS,891.5993832342854,722.0201416015625,732.2000122070312,prophet_lstm,2026-08-10 04:32:55.968297
